graph_seed,architecture,scenario,balancing,model_seed,explainer,node,node_typ,spearman,plaus_edge,plaus_feat,shap_conc,fid_plus,fid_minus,sub_n_nodes
0,GraphSAGE,1:1,none,43,PGExplainer,8147,1,,0.9705882352941176,,,0.0007982850074768066,0.28389668464660645,28
0,GraphSAGE,1:1,none,43,PGExplainer,9407,4,,0.9444444444444444,,,1.1682510375976562e-05,0.6331167817115784,40
0,GraphSAGE,1:1,none,43,PGExplainer,9460,4,,0.975,,,0.00010198354721069336,0.14270228147506714,35
0,GraphSAGE,1:1,none,43,GNNShap,9141,3,0.9392481203007517,,0.0,0.989966256264428,0.10198301076889038,0.9946862459182739,30
0,GraphSAGE,1:1,none,43,GNNShap,8053,1,0.9616541353383459,,0.0,0.9986277183067866,0.9999420046806335,0.0,83
0,GraphSAGE,1:1,none,43,GNNShap,8265,1,0.9845112781954886,,0.0,0.9599200370243739,0.0023750662803649902,0.7966868877410889,34
0,GraphSAGE,1:1,none,43,GNNShap,8270,1,0.9539849624060149,,0.0,0.942259749747756,0.06342470645904541,0.9842501878738403,25
0,GraphSAGE,1:1,none,43,GNNShap,8107,1,0.9060150375939848,,0.0,0.9963618640955054,0.996435821056366,0.0,83
0,GraphSAGE,1:1,none,43,GNNShap,8285,1,0.9804511278195488,,0.0,0.9481286970895704,0.9965435862541199,-0.0012805461883544922,27
0,GraphSAGE,1:1,none,43,GNNShap,8404,2,0.9109774436090223,,0.0,0.9610695766273041,0.9917352795600891,-0.003421008586883545,25
0,GraphSAGE,1:1,none,43,GNNShap,8870,2,0.9618045112781953,,1.0,0.9715628180350764,0.9937593936920166,-4.172325134277344e-06,20
0,GraphSAGE,1:1,none,43,GNNShap,9350,4,0.9691729323308269,,0.0,0.9241502785841081,0.299755334854126,0.9016204476356506,36
0,GraphSAGE,1:1,none,43,GNNShap,8226,1,0.974436090225564,,0.0,0.9541281992443917,0.014188706874847412,0.8611577153205872,33
0,GraphSAGE,1:1,none,43,GNNShap,8331,1,0.9562406015037593,,0.0,0.8916434468576522,0.9969271421432495,-1.1920928955078125e-07,30
0,GraphSAGE,1:1,none,43,GNNShap,8747,2,0.9658646616541354,,0.0,0.9320230112416581,0.9915249943733215,0.05333590507507324,19
0,GraphSAGE,1:1,none,43,GNNShap,8825,2,0.9733834586466165,,1.0,0.9440773009433829,0.7268956303596497,-0.2217584252357483,26
0,GraphSAGE,1:1,none,43,GNNShap,8461,2,0.9502255639097743,,1.0,0.9511921831079915,0.9951914548873901,-0.0005744695663452148,20
0,GraphSAGE,1:1,none,43,GNNShap,8802,2,0.8926315789473683,,1.0,0.9577884435980696,0.6003794074058533,0.606763482093811,19
0,GraphSAGE,1:1,none,43,GNNShap,9462,4,0.980300751879699,,0.0,0.9527733976375762,0.02531290054321289,0.17615288496017456,33
0,GraphSAGE,1:1,none,43,GNNShap,8029,1,0.9753383458646617,,0.0,0.9555897237833552,0.9092061519622803,-0.0735129714012146,25
0,GraphSAGE,1:1,none,43,GNNShap,9154,3,0.968421052631579,,0.0,0.9836519972163217,0.14273285865783691,0.9780358672142029,29
0,GraphSAGE,1:1,none,43,GNNShap,8749,2,0.9530827067669172,,0.0,0.9407676084491104,0.13145583868026733,0.909654438495636,19
0,GraphSAGE,1:1,none,43,GNNShap,9471,4,0.963609022556391,,0.0,0.9419281914567981,0.36831849813461304,0.015115022659301758,33
0,GraphSAGE,1:1,none,43,GNNShap,8319,1,0.9840601503759399,,0.0,0.9394921689195982,0.9942905306816101,-0.0021990537643432617,23
0,GraphSAGE,1:1,none,43,GNNShap,9540,4,0.9747368421052631,,0.0,0.9428389354720441,0.1687813401222229,0.8188424110412598,32
0,GraphSAGE,1:1,none,43,GNNShap,9115,3,0.8884210526315789,,0.0,0.9724154757010741,0.827311635017395,0.9705283641815186,28
